#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2009 01 03 02 50 268  9.8 12.1  1.93  5.88  4.71 211 1015.7  16.6  18.7  13.2 99.0 99.00
2009 01 03 03 20 324  7.3  9.5  1.68  5.88  4.49 211 1016.1  14.8  18.7  12.3 99.0 99.00
2009 01 03 03 50 340  6.3  7.5  1.71  6.25  4.67 210 1016.3  13.8  18.6  10.7 99.0 99.00
2009 01 03 04 20 317  7.5  9.2  1.63  6.25  4.81 210 1016.6  13.8  18.6  10.5 99.0 99.00
2009 01 03 04 50 308  7.9  9.7  1.46  6.25  4.66 203 1016.6  13.9  18.5  11.2 99.0 99.00
2009 01 03 05 20 290  7.8  9.1  1.52  5.88  4.60 208 1016.5  13.6  18.5  10.9 99.0 99.00
2009 01 03 05 50 300  8.0  9.4  1.37  5.88  4.48 204 1016.5  13.4  18.5  10.6 99.0 99.00
2009 01 03 06 20 293  8.1  9.4  1.41  5.56  4.53 213 1016.5  13.5  18.4  10.4 99.0 99.00
2009 01 03 06 50 300  7.4  8.8  1.30  5.88  4.39 200 1016.7  13.5  18.3  10.4 99.0 99.00
2009 01 03 07 20 281  7.5  8.5  1.29  5.88  4.45 213 1016.5  13.8  18.2  10.6 99.0 99.00
2009 01 03 07 50 268  6.9  8.8  1.16  6.25  4.36 212 1016.3  14.2  18.2  11.0 99.0 99.00
2009 01 03 08 20 281  7.2  8.9  1.23  5.88  4.29 195 1016.3  14.3  18.3  10.8 99.0 99.00
2009 01 03 08 50 282  7.1  8.2  1.19  5.56  4.22 195 1016.1  14.5  18.3  11.1 99.0 99.00
2009 01 03 09 20 279  7.3  8.5  1.09  5.88  4.22 200 1016.1  14.5  18.3  11.3 99.0 99.00
2009 01 03 10 20 342  7.0  8.2  1.08  5.56  4.25 204 1017.0  12.4  18.4   9.9 99.0 99.00
2009 01 03 10 50 339  6.3  7.6  1.13  5.88  4.40 184 1017.4  12.0  18.4   9.4 99.0 99.00
2009 01 03 11 20 351  5.2  7.3  1.10  5.88  4.43 194 1017.9  11.8  18.4   9.2 99.0 99.00
2009 01 03 11 50   2  4.9  6.7  1.08  5.56  4.50 205 1018.3  11.6  18.4   9.0 99.0 99.00
2009 01 03 12 20  13  3.7  4.9  1.01  5.88  4.41 203 1018.5  11.8  18.4   9.0 99.0 99.00
2009 01 03 12 50  23  3.1  4.7  0.97  5.88  4.65 217 1018.8  12.2  18.4   8.4 99.0 99.00
2009 01 03 13 20  23  1.7  2.8  1.03  5.56  4.70 200 1019.3  12.9  18.4   7.7 99.0 99.00
2009 01 03 13 50  10  3.6  4.7  0.95  6.25  4.76 208 1019.7  12.9  18.5   7.8 99.0 99.00
2009 01 03 14 20  16  4.0  5.2  0.95  6.25  4.93 199 1020.1  12.9  18.5   7.8 99.0 99.00
2009 01 03 14 50  25  4.5  5.9  0.99  5.88  4.91 193 1020.5  13.0  18.5   7.4 99.0 99.00
2009 01 03 15 20  28  5.1  6.3  0.95  5.88  4.94 187 1020.5  13.0  18.5   6.0 99.0 99.00
2009 01 03 15 50  39  4.9  6.7  0.90  6.25  4.71 186 1020.1  12.8  18.6   5.6 99.0 99.00
2009 01 03 16 20  43  3.7  5.0  0.96  6.25  4.88 184 1019.8  12.8  18.6   5.0 99.0 99.00
2009 01 03 16 50  54  4.5  5.3  0.85  5.88  4.56 187 1019.3  13.1  18.7   5.0 99.0 99.00
2009 01 03 17 20  49  3.7  4.6  0.98  6.67  4.89 188 1019.1  13.1  18.8   5.7 99.0 99.00
2009 01 03 17 50  55  3.0  4.2  1.03  6.67  5.12 178 1019.1  12.9  18.8   6.0 99.0 99.00
2009 01 03 18 20  51  3.8  5.5  1.04  6.25  5.24 188 1018.9  12.8  18.8   6.5 99.0 99.00
2009 01 03 18 50  67  3.5  4.7  0.89  6.25  5.07 187 1018.8  12.9  18.8   5.2 99.0 99.00
2009 01 03 19 20  73  3.4  4.5  0.93  6.25  5.21 186 1018.8  13.1  18.8   4.2 99.0 99.00
2009 01 03 19 50  62  3.4  4.4  0.83  5.88  5.09 192 1018.9  13.4  18.8   4.8 99.0 99.00
2009 01 03 20 20  77  3.0  4.1  0.87  6.25  5.06 191 1018.9  13.5  18.8   4.7 99.0 99.00
2009 01 03 20 50  79  2.6  3.5  0.77  6.25  4.91 187 1019.1  13.7  18.8   5.0 99.0 99.00
2009 01 03 21 20  98  1.9  3.1  0.82  6.25  5.11 190 1019.3  13.8  18.9   5.0 99.0 99.00
2009 01 03 21 50  71  1.6  2.6  0.86  6.25  5.14 188 1019.5  13.8  18.9   5.6 99.0 99.00
2009 01 03 22 20  30  1.3  2.1  0.79  5.88  5.03 196 1019.9  13.9  18.9   5.8 99.0 99.00
2009 01 03 22 50  59  0.9  2.0  0.80  6.25  5.07 185 1020.1  14.0  18.8   5.7 99.0 99.00
2009 01 03 23 20  85  2.2  3.3  0.75  6.67  5.14 186 1019.6  13.9  18.8   5.8 99.0 99.00
2009 01 03 23 50 133  1.2  2.3  0.75  6.25  5.06 199 1019.8  14.2  18.8   6.9 99.0 99.00
2009 01 04 00 20 115  0.7  1.4  0.76  5.56  5.04 201 1019.9  14.3  18.8   7.2 99.0 99.00
2009 01 04 00 50 208  0.8  1.4  0.78  6.25  5.03 183 1020.2  14.5  18.8   7.4 99.0 99.00
