#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 01 09 06 00  28  2.0  3.1  3.80 16.00 10.70 313 1021.3  13.7  12.8 999.0 99.0 99.00
2007 01 09 07 00 350  1.4  2.7  3.57 17.39 10.33 314 1021.0  13.5  12.8 999.0 99.0 99.00
2007 01 09 08 00 354  1.0  2.3  3.99 16.00 10.88 319 1020.7  15.2  12.8 999.0 99.0 99.00
2007 01 09 09 00 328  1.9  3.7  4.17 16.00 10.97 319 1020.3  14.8  12.8 999.0 99.0 99.00
2007 01 09 10 00 357  2.4  3.8  3.77 16.00 10.73 322 1020.3  13.3  12.8 999.0 99.0 99.00
2007 01 09 11 00 298  1.7  2.8  3.53 16.00  9.90 320 1019.9  13.4  12.7 999.0 99.0 99.00
2007 01 09 12 00 302  1.9  3.8  4.11 16.00 10.83 317 1019.5  13.0  12.7 999.0 99.0 99.00
2007 01 09 13 00 332  2.4  3.6  3.36 16.00  9.73 316 1019.3  13.1  12.7 999.0 99.0 99.00
2007 01 09 14 00 312  1.2  2.5  3.58 16.00 10.23 309 1019.2  13.2  12.7 999.0 99.0 99.00
2007 01 09 15 00 333  1.5  2.4  3.35 14.81  9.88 307 1019.3  13.3  12.7 999.0 99.0 99.00
2007 01 09 16 00 321  0.4  1.6  3.24 14.81  9.82 322 1019.3  13.5  12.7 999.0 99.0 99.00
2007 01 09 17 00 232  1.3  2.0  3.29 14.81 10.02 321 1019.9  14.6  12.7 999.0 99.0 99.00
2007 01 09 18 00 275  0.6  2.2  3.31 14.81  9.94 305 1020.5  14.0  12.8 999.0 99.0 99.00
2007 01 09 19 00 276  0.8  1.7  3.41 14.81 10.24 310 1020.3  13.9  12.9 999.0 99.0 99.00
2007 01 09 20 00 233  1.5  2.4  3.04 14.81  9.88 306 1019.5  14.3  13.2 999.0 99.0 99.00
2007 01 09 21 00 312  2.3  3.5  2.95 13.79 10.16 302 1018.8  14.5  13.5 999.0 99.0 99.00
2007 01 09 22 00 316  1.8  3.0  2.73 12.12  9.79 317 1018.3  14.9  13.5 999.0 99.0 99.00
2007 01 09 23 00 340  1.6  2.9  2.79 14.81  9.46 307 1017.9  14.3  13.3 999.0 99.0 99.00
2007 01 10 00 00 326  1.9  2.8  2.58 13.79  9.09 303 1017.7  14.0  13.6 999.0 99.0 99.00
2007 01 10 01 00 320  1.8  2.5  2.79 12.90  9.48 314 1017.5  13.6  13.4 999.0 99.0 99.00
2007 01 10 02 00 307  2.8  3.9  2.61 12.90  9.26 310 1017.4  13.2  13.3 999.0 99.0 99.00
