#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 01 06 17 00 264 10.0 12.1  2.39  8.33  5.55 999 1018.3  18.5  21.3  13.7 99.0 99.00
2007 01 06 18 00 256  9.7 11.7  2.07  7.69  5.36 999 1017.8  18.4  21.2  14.1 99.0 99.00
2007 01 06 19 00 256  9.2 12.5  1.95  7.69  5.24 999 1017.4  19.0  21.2  14.3 99.0 99.00
2007 01 06 20 00 256  9.0 10.7  2.14  7.69  5.50 999 1017.4  19.6  21.1  13.8 99.0 99.00
2007 01 06 21 00 244  7.8  9.3  2.06  8.33  5.73 999 1018.0  20.2  21.0  13.6 99.0 99.00
2007 01 06 22 00 252  6.8  7.9  1.81  7.69  5.42 999 1018.5  20.7  21.0  14.0 99.0 99.00
2007 01 06 23 00 241  6.5  7.9  1.78  8.33  5.56 999 1019.0  20.7  21.1  14.8 99.0 99.00
2007 01 07 00 00 235  6.6  7.7  1.56  8.33  5.31 999 1019.6  20.7  21.2  14.7 99.0 99.00
2007 01 07 01 00 226  7.0  8.1  1.45  7.69  5.39 999 1020.2  20.8  21.3  15.3 99.0 99.00
2007 01 07 02 00 228  6.4  7.6  1.46  8.33  5.11 999 1020.6  20.8  21.4  15.6 99.0 99.00
2007 01 07 03 00 231  6.5  7.9  1.39  7.69  5.23 999 1021.3  21.1  21.4  16.0 99.0 99.00
2007 01 07 04 00 244  6.2  7.0  1.34  7.14  5.42 999 1021.7  21.3  21.4  16.3 99.0 99.00
2007 01 07 05 00 251  5.9  6.7  1.36  7.14  5.31 999 1021.8  21.2  21.3  16.4 99.0 99.00
2007 01 07 06 00 254  4.4  5.4  1.30  7.69  5.41 999 1022.0  21.1  21.3  16.3 99.0 99.00
2007 01 07 07 00 253  4.7  5.6  1.24  7.69  5.49 999 1022.3  20.9  21.2  17.3 99.0 99.00
2007 01 07 08 00 293  2.7  3.2  1.23  7.14  5.41 999 1023.0  20.1  21.2  18.0 99.0 99.00
2007 01 07 09 00 328  1.9  2.5  1.32  7.14  5.67 999 1023.3  19.6  21.2  17.6 99.0 99.00
2007 01 07 10 00 349  2.0  2.6  1.15  6.67  5.63 999 1023.5  19.5  21.2  17.1 99.0 99.00
2007 01 07 11 00  17  1.6  2.1  1.12  7.14  5.62 999 1024.0  19.5  21.3  17.3 99.0 99.00
2007 01 07 12 00  23  2.5  3.5  1.25  7.69  5.84 999 1024.2  19.6  21.4  16.4 99.0 99.00
2007 01 07 13 00   3  1.9  2.4  1.09  7.14  5.85 999 1024.9  19.5  21.5  15.8 99.0 99.00
2007 01 07 14 00  60  2.6  3.2  1.05  8.33  5.86 999 1025.0  19.6  21.6  16.1 99.0 99.00
2007 01 07 15 00  69  3.7  4.3  0.89  7.69  5.58 999 1025.3  20.1  21.6  15.9 99.0 99.00
2007 01 07 16 00  96  5.8  7.0  0.93  7.14  5.87 999 1024.1  21.2  21.7  16.5 99.0 99.00
2007 01 07 17 00 105  6.1  6.9  0.93  7.14  5.57 999 1023.2  21.5  21.8  17.1 99.0 99.00
2007 01 07 18 00 115  6.8  8.0  0.99  6.67  5.21 999 1021.9  21.7  21.9  17.8 99.0 99.00
2007 01 07 19 00 133  6.5  8.4  1.02  7.69  4.98 999 1021.0  22.0  21.9  18.5 99.0 99.00
2007 01 07 20 00 146  7.2  9.8  1.18  7.69  5.11 999 1020.8  21.1  21.9  20.1 99.0 99.00
2007 01 07 21 00 138  6.2  7.6  1.25  7.69  4.64 999 1020.3  21.2  22.0  20.4 99.0 99.00
2007 01 07 22 00 143  7.8  9.3  1.33  7.69  4.74 999 1019.8  22.0  21.9  20.8 99.0 99.00
2007 01 07 23 00 150  7.3  8.5  1.37  6.67  4.60 999 1019.6  22.3  21.9  21.0 99.0 99.00
2007 01 08 00 00 178  6.3  7.2  1.20  7.14  4.44 999 1019.4  22.6  22.0  21.0 99.0 99.00
2007 01 08 01 00 197  8.7 10.7  1.27  8.33  4.75 999 1018.8  22.5  22.0  20.8 99.0 99.00
2007 01 08 02 00 192  8.5 10.3  1.24  7.69  4.60 999 1017.9  22.3  22.1  20.5 99.0 99.00
2007 01 08 03 00 190  8.9 10.5 99.00 99.00 99.00 999 1017.4  23.2  22.1  21.3 99.0 99.00
2007 01 08 04 00 201 10.4 13.1  1.38  7.69  4.51 999 1016.7  23.4  22.1  20.8 99.0 99.00
2007 01 08 05 00 200 11.5 13.6  1.80  6.25  4.76 999 1015.9  23.5  22.1  20.3 99.0 99.00
2007 01 08 06 00 203 11.3 14.0  2.12  6.67  5.00 999 1015.4  23.3  22.0  20.3 99.0 99.00
2007 01 08 07 00 201 10.7 13.9  2.16  6.67  5.23 999 1014.7  23.2  22.0  20.4 99.0 99.00
2007 01 08 08 00 200 10.6 12.3  2.38  7.14  5.36 999 1014.0  23.1  21.9  20.5 99.0 99.00
2007 01 08 09 00 197 11.6 14.1  2.55  7.14  5.54 999 1013.0  23.3  21.7  20.3 99.0 99.00
2007 01 08 10 00 197 12.0 13.9  2.59  7.14  5.48 999 1012.1  23.2  21.6  20.5 99.0 99.00
2007 01 08 11 00 200 11.5 14.2  2.71  7.14  5.51 999 1011.6  23.2  21.7  20.8 99.0 99.00
2007 01 08 12 00 227 11.9 17.1  2.67  7.69  5.49 999 1011.6  22.4  21.8  20.4 99.0 99.00
2007 01 08 13 00 233 13.1 16.1  3.03  7.14  5.56 999 1012.0  21.3  21.8  19.6 99.0 99.00
2007 01 08 14 00 236 12.3 15.2  2.66  7.69  5.56 999 1012.4  22.0  21.8  20.0 99.0 99.00
2007 01 08 15 00 241 13.1 15.5  2.78  7.69  5.67 999 1013.0  21.9  21.5  19.7 99.0 99.00
2007 01 08 16 00 253 10.6 12.7  2.77  8.33  5.65 999 1012.8  21.2  21.5  19.8 99.0 99.00
2007 01 08 17 00 241  9.2 11.5  2.70  7.69  5.59 999 1011.7  20.8  21.6  19.6 99.0 99.00
2007 01 08 18 00 252 13.1 15.6  2.72  7.69  5.79 999 1011.0  20.2  21.7  19.0 99.0 99.00
2007 01 08 19 00 277 11.1 13.3  2.42  8.33  5.36 999 1011.3  18.3  21.6  17.2 99.0 99.00
2007 01 08 20 00 254  9.7 11.4  2.37  8.33  5.50 999 1011.6  18.0  21.6  13.0 99.0 99.00
2007 01 08 21 00 263  9.7 11.7  2.57  8.33  5.66 999 1011.9  17.9  21.5  13.2 99.0 99.00
2007 01 08 22 00 269 10.7 12.7  2.47  9.09  5.68 999 1012.8  17.2  21.4  12.6 99.0 99.00
2007 01 08 23 00 270 10.8 13.6  2.17  8.33  5.30 999 1014.0  16.8  21.3  11.4 99.0 99.00
2007 01 09 00 00 282 11.2 14.7  2.40  8.33  5.52 999 1015.1  17.2  21.2   9.9 99.0 99.00
2007 04 19 23 00  68  5.7  7.7  1.20  6.67  4.98  56 1012.0  14.2  18.1   9.1 99.0 99.00
2007 04 20 00 00  57  5.8  7.8  1.26  6.25  5.08  61 1012.3  14.3  18.1   9.0 99.0 99.00
2007 04 20 01 00  70  6.3  8.0  1.30  6.25  5.37  57 1012.5  14.6  18.1   9.4 99.0 99.00
2007 04 20 02 00  57  7.4  9.3  1.29  9.09  5.31  68 1012.9  14.7  18.1   9.2 99.0 99.00
2007 04 20 03 00  65  8.1  9.8  1.38 10.81  5.32  90 1013.2  15.0  18.1   9.8 99.0 99.00
2007 04 20 04 00  47  7.2  9.1  1.43 10.00  5.10  95 1014.2  15.0  18.1   9.2 99.0 99.00
2007 04 20 05 00  45  8.3  9.9  1.56  6.67  5.00  72 1014.5  15.1  18.0  10.2 99.0 99.00
2007 04 20 06 00  37  9.2 11.3  1.56 10.00  5.04  72 1014.7  14.7  18.1   9.7 99.0 99.00
2007 04 20 07 00  40  9.0 11.1  1.63  5.88  4.93  64 1014.3  14.4  18.1   9.3 99.0 99.00
2007 04 20 08 00  41  9.3 11.2  1.83  6.67  5.20  68 1014.3  14.0  18.2   9.5 99.0 99.00
2007 04 20 09 00  29  9.9 12.0  1.62  5.88  4.95  68 1014.8  13.7  18.3   8.6 99.0 99.00
2007 04 20 10 00  28 10.5 12.8  1.64  5.26  4.91  73 1014.9  13.7  18.4   9.1 99.0 99.00
2007 04 20 11 00  27 10.1 12.5  1.64  6.25  4.77  68 1015.8  13.2  18.5   8.4 99.0 99.00
2007 04 20 12 00  29 10.4 12.9  1.70  6.67  4.86  66 1016.6  13.2  18.7   8.5 99.0 99.00
2007 04 20 13 00  28 10.2 12.1  1.71  5.88  4.84  63 1017.2  13.0  18.9   8.8 99.0 99.00
2007 04 20 14 00  29  9.7 11.9  1.73  5.56  4.86  54 1017.9  13.0  19.1   8.3 99.0 99.00
2007 04 20 15 00  30  9.5 12.1  1.78  5.88  5.07  67 1018.5  13.2  19.2   8.4 99.0 99.00
2007 04 20 16 00  40 10.4 13.1  1.74  5.00  4.91  50 1018.3  14.0  19.2   8.4 99.0 99.00
2007 04 20 17 00  32  9.2 11.6  1.80  6.25  5.02  63 1018.3  14.0  19.3   8.6 99.0 99.00
2007 04 20 18 00  26  8.5 10.5  1.69  5.56  5.04  60 1018.9  14.5  19.2   8.1 99.0 99.00
2007 04 20 19 00  29  8.6 11.2  1.58  6.67  4.82  74 1019.0  14.8  19.2   7.4 99.0 99.00
2007 04 20 20 00  41  8.6 10.5 99.00 99.00 99.00   0 1018.4  15.4  19.1   7.2 99.0 99.00
2007 04 20 21 00  46  7.0  9.1  1.57  6.25  5.06  58 1018.5  15.9  19.1   8.1 99.0 99.00
2007 04 20 22 00  49  7.5  9.1  1.57  6.25  5.15  68 1018.4  16.3  19.2   8.4 99.0 99.00
2007 04 20 23 00  52  5.8  7.5  1.57  5.88  5.19  68 1018.9  16.6  19.2   8.1 99.0 99.00
2007 04 21 00 00  47  5.3  6.3  1.55  6.25  5.37  72 1019.1  16.7  19.2   8.1 99.0 99.00
2007 04 21 01 00  54  5.5  8.0  1.36 10.81  5.52  74 1019.3  16.8  19.2   6.8 99.0 99.00
2007 04 21 02 00  55  4.5  6.1  1.43  7.69  5.66  60 1019.8  16.8  19.2   7.4 99.0 99.00
2007 04 21 03 00  51  4.4  5.5  1.37  6.25  5.68  70 1020.0  17.0  19.2   7.3 99.0 99.00
2007 04 21 04 00  44  4.2  5.3  1.49  9.09  5.73  88 1020.2  17.1  19.2   6.5 99.0 99.00
2007 04 21 05 00  38  4.3  5.5  1.44  6.67  5.88  77 1020.5  17.2  19.2   6.5 99.0 99.00
2007 04 21 06 00  22  4.0  4.9  1.25 10.00  5.58  82 1020.3  17.2  19.1   6.8 99.0 99.00
